"","UNIT_NAME","UNIT_TYPE","PARKNAME","pPolyID","placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude"
"554","Hot Springs National Park","National Park","Hot Springs",45,"22q-222@8f2-2v7-r8v","sg:3c7e0ddcebcd4e0b890b2705a967c2fc","22z-222@8f2-2v7-tjv","sg:3cd295e976134cdea741b8e238519641","Sweet Delights","","","Bakeries and Tortilla Manufacturing","Retail Bakeries",311811,34.513745,-93.053485
"555","Glacier National Park","National Park","Glacier",24,"222-222@3wy-q29-8y9","sg:435f823559d849d3bd7fb90045d174dc","","","Schoolhouse Gifts","","","Office Supplies, Stationery, and Gift Stores","Gift, Novelty, and Souvenir Stores",453220,48.526585,-113.993517
"556","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-68b-gp9","sg:318285371df44c80bf5938254037410e","","","MacGregor Ranch Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,40.395146,-105.521801
"557","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-n7s-fmk","sg:6ff7644e31a145f0912ad3aee56fe299","","","Tom Branch Falls","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,35.466643,-83.429852
"558","Olympic National Park","National Park","Olympic",36,"zzw-223@5ww-tpd-d9z","sg:e265118a6ec14f31bfb95491623bd6a8","","","Sol Duc Hot Springs RV and Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,47.969007,-123.863207
"559","Rocky Mountain National Park","National Park","Rocky Mountain",48,"zzy-222@5q6-68z-8vz","sg:42f5d032b3694f52826d6bca6f09b989","","","Hi Country Stables","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,40.362879,-105.594771
"560","Joshua Tree National Park","National Park","Joshua Tree",32,"zzy-222@5z6-c9p-pn5","sg:ee7b3702dc2b4ce0b494ee30c1192fae","","","Arch Rock","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,33.989452,-116.023004
"561","Death Valley National Park","National Park","Death Valley",43,"zzw-222@5yv-5v6-xqz","sg:6af5c44977b84229bab11552b07c32c6","","","Stovepipe Wells Airport","","","Support Activities for Air Transportation","Other Airport Operations",488119,36.603512,-117.160059
"562","Yosemite National Park","National Park","Yosemite",15,"zzy-224@5z7-rjw-2c5","sg:29bb9462f11c4bed9810a809cd44f075","","","The Majestic Yosemite Hotel","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,37.746167,-119.574358
"563","Joshua Tree National Park","National Park","Joshua Tree",32,"zzw-223@5z5-9pf-fvf","sg:79a0402811b440e996d22f020bd123a6","","","Keys Ranch","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,34.128847,-116.037655
"564","Yosemite National Park","National Park","Yosemite",15,"zzy-223@5z7-rtb-s5z","sg:4ca2bfab36b0428fa0ff69dfa86107c9","","","Big Trees Lodge","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,37.536821,-119.654992
"565","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"222-222@63v-c84-rrk","sg:8d5c46b2e82e4e2e884b2290a7a8fe37","zzz-222@63v-cns-cnq","sg:3916d65e7fa4422d86cc2703ab9c4797","Cuyahoga Falls Fire Department Station 4","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,41.16681,-81.536524
"566","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-2sd-st9","sg:b6829107632646d1842624f9b608d18e","","","Mammoth Cave Baptist Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.208872,-86.147234
"567","Big Bend National Park","National Park","Big Bend",28,"zzy-222@8t6-4bk-nh5","sg:43f4b4f431b74c9b93e143cbd95fc981","","","Rice Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,29.245992,-103.132573
"568","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-k4r-kxq","sg:d14cd17e98ec495b9123ff0e3d78d1d8","","","Lake WY","","","Electric Power Generation, Transmission and Distribution","Hydroelectric Power Generation",221111,44.551108,-110.400822
"569","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-k4r-yn5","sg:337adba09a71430a82a5ddcc40e18552","","","Mammoth Hot Springs Hotel and Cabins","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,44.555036,-110.395754
"570","Grand Teton National Park","National Park","Grand Teton",25,"222-222@5qp-t65-975","sg:42b3c6ffee194ff691036215903f8202","zzw-222@5qp-t65-c89","sg:504cede9aaaf4b60bf73aaadea5f72d6","National Car Rental","SG_BRAND_eb3c8d85c6411e34ceb6681425832b72","National Car Rental","Automotive Equipment Rental and Leasing","Passenger Car Rental",532111,43.603102,-110.736373
"571","Everglades National Park","National Park","Everglades",33,"zzy-222@8fx-5vc-mp9","sg:c2c12853c7224ff8898f95a8d73b806e","","","Everglades National Park Fire Cache","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,25.389321,-80.661158
"572","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-224@5yz-fx6-kmk","sg:13a58a12d2cd442fbc9eb348c0055a01","","","South Kaibab Trail","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,36.04408,-111.826155
"573","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fv3-dn5","sg:c301154eb4934567946c0a09dd8a9734","","","Mohave Point","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,36.072213,-112.165988
"574","Death Valley National Park","National Park","Death Valley",43,"zzy-222@5yv-4yk-jvz","sg:89fdb2a9b13146f7868e9bb9b16cd656","","","Sunset Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,36.458842,-116.863708
"575","Death Valley National Park","National Park","Death Valley",43,"zzy-223@5yv-4yj-zs5","sg:08fd8db3106a45b1bf672ac7b876b195","","","Timbisha Tacos","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,36.452063,-116.872853
"576","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-223@5yz-fth-9pv","sg:f16eea0cf1b245d7b96a378b494728b6","zzy-222@5yz-fth-9pv","sg:2e52ec18ac814dc4a69b5a725a518c7f","Desert View Trading Post","","","Restaurants and Other Eating Places","Snack and Nonalcoholic Beverage Bars",722515,36.054198,-112.119889
"577","Yellowstone National Park","National Park","Yellowstone",2,"zzy-222@5wg-ky9-tn5","sg:0e1aebeacf4747158323e60246761e10","","","Canyon Bar & Grill","","","Drinking Places (Alcoholic Beverages)","Drinking Places (Alcoholic Beverages)",722410,44.733609,-110.491391
"578","Glacier National Park","National Park","Glacier",24,"zzy-222@3wy-q29-8y9","sg:d499e648cb0b4723a340f977da1d4d88","","","Glacier Outfitters","","","Consumer Goods Rental","Recreational Goods Rental",532284,48.526512,-113.994021
"579","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-222@5yz-fth-9pv","sg:2e52ec18ac814dc4a69b5a725a518c7f","","","Yavapai Lodge","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,36.054202,-112.119898
"580","Shenandoah National Park","National Park","Shenandoah",38,"zzy-222@63r-s84-zpv","sg:c780d22efa4f4783810416810bd1daff","","","Spottswood Dining Room","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,38.529609,-78.440985
"581","Yosemite National Park","National Park","Yosemite",15,"222-222@5z7-rmr-9pv","sg:9da84e4f5bc441408105d163c7c21f61","","","WawonaGlade","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,37.551622,-119.648307
"582","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzy-222@63v-c83-fpv","sg:5acdd0c0a5cf4cc58a73ded57c634128","zzw-222@63v-c82-zcq","sg:28ad07d28ba1424b99d2d110a8d92a20","Blossom Grille","","","Drinking Places (Alcoholic Beverages)","Drinking Places (Alcoholic Beverages)",722410,41.191268,-81.560654
"583","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rtb-s3q","sg:fa5ac8112c4f4ea1a27c139874dd7cb6","zzw-222@5z7-rtb-sdv","sg:3f27f6377a1f40f2bd84efd875481c95","Chevron","SG_BRAND_0a1e9bfcb49a6541809c358da5cb205c","Chevron","Gasoline Stations","Gasoline Stations with Convenience Stores",447110,37.537201,-119.657458
"584","Death Valley National Park","National Park","Death Valley",43,"zzw-222@5yv-4yk-h89","sg:ebb9caac994c436990dd2f23d7eebcc8","","","United States Postal Service (USPS)","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","Postal Service","Postal Service",491110,36.458023,-116.866635
"585","Canyonlands National Park","National Park","Canyonlands",6,"zzy-222@5qg-7yw-9mk","sg:463dc812f4304f31b535c902abd2eaf7","","","Canyonlands National Park Needles Fire District","","","Justice, Public Order, and Safety Activities","Fire Protection",922160,38.169171,-109.759268
"586","Grand Canyon National Park","National Park","Grand Canyon",30,"zzw-225@5yz-fth-3nq","sg:31729cfeb70f43118eb92f7183a99f4d","","","Fred Harvey Burger","","","Drinking Places (Alcoholic Beverages)","Drinking Places (Alcoholic Beverages)",722410,36.056672,-112.140439
"587","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rms-6rk","sg:d3f376a8d228401285fb343da80ed89d","","","Camp Wawona","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,37.542953,-119.629572
"588","Hot Springs National Park","National Park","Hot Springs",45,"223-222@8f2-2v7-qxq","sg:4610cf296cd24050b8df590cb2dc9045","zzz-222@8f2-32t-djv","sg:1ad959f392d94b2b98de6c3cb1daee6c","Hotel Hale","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,34.514587,-93.053404
"589","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-kcp-7kf","sg:1255106729ac4a42ba9dba6d19c068ba","","","Orr Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.454187,-83.840387
"590","Kings Canyon National Park","National Park","Kings Canyon",10,"zzy-222@5z7-jqv-3yv","sg:ddc54441faf63ed3b3cc6ae7e03e2c34","","","Grant Grove Market","","","Grocery Stores","Convenience Stores",445120,36.740938,-118.963352
"591","Grand Canyon National Park","National Park","Grand Canyon",30,"zzw-224@5yz-fth-3nq","sg:2acef43f7a643ad49cf23be61a19d462","","","Grand Canyon Food Truck","","","Restaurants and Other Eating Places","Full-Service Restaurants",722511,36.056844,-112.140248
"592","Mammoth Cave National Park","National Park","Mammoth Cave",4,"222-222@5py-2rg-fs5","sg:3bf6446252fb4b7eb78691cfa2df63e5","","","United States Postal Service (USPS)","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","Postal Service","Postal Service",491110,37.1836,-86.098004
"593","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzw-222@5py-2t5-nbk","sg:2bf6d1f972e449faa657581cd91f5b4c","","","Ennies Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.233243,-86.080131
"594","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-44d-z75","sg:ac2a4966326e4007a066023a6b2b5dfd","","","Locust Grove Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.134492,-86.069386
"595","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"zzw-222@63v-c83-75z","sg:c5e813dc8b1c49a38d0fc3d3d31129ac","zzz-222@63v-cns-cnq","sg:3916d65e7fa4422d86cc2703ab9c4797","Sarah's Vineyard","","","Beverage Manufacturing","Wineries",312130,41.179144,-81.552332
"596","Indiana Dunes National Park","National Park","Indiana Dunes",44,"zzw-222@5pv-yrx-tvz","sg:040af4b6b93f4b87b48be87b412d7227","zzw-222@5pw-4dv-6kz","sg:7765daef7d26466e94519bccf0ebccf8","West Beach Indiana Dunes","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,41.611442,-87.222594
"597","Indiana Dunes National Park","National Park","Indiana Dunes",44,"222-222@5pv-ysq-rp9","sg:fd65432041fc470eb3368831508b6585","zzz-222@5pw-4dk-x3q","sg:47941999c7b645eab7ad503cb8074da5","Porter Beach","","","Other Amusement and Recreation Industries","All Other Amusement and Recreation Industries",713990,41.653264,-87.052444
"598","Cuyahoga Valley National Park","National Park","Cuyahoga Valley",31,"222-222@63v-cr7-k75","sg:d3d72854a573490aa2f11e192843e33e","","","Valley View Police Department Valley View Ohio","","","Justice, Public Order, and Safety Activities","Police Protection",922120,41.378615,-81.610203
"599","Yosemite National Park","National Park","Yosemite",15,"zzy-224@5yx-hp2-5pv","sg:3a55226ec64f37eda6ef039a3e031902","","","Yosemite Cathedral Lakes","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.87122,-119.3577
"600","Sequoia National Park","National Park","Sequoia",3,"223-222@5z7-k29-9pv","sg:974283d7b186403898cffac44a95f060","","","United States Postal Service (USPS)","SG_BRAND_27ee73cd1fb6f5e432852fea401eacce","United States Postal Service (USPS)","Postal Service","Postal Service",491110,36.604907,-118.731411
"601","Grand Teton National Park","National Park","Grand Teton",25,"zzy-223@5qp-y9n-ffz","sg:1d90c439939d4d54b306535275a1c3fd","","","Jenny Lake Lodge","","","Traveler Accommodation","Hotels (except Casino Hotels) and Motels",721110,43.782703,-110.724775
"602","Hot Springs National Park","National Park","Hot Springs",45,"222-223@8f2-2tx-gx5","sg:bfafb180ae794688b02f152f77e46a12","zzz-222@8f2-2v3-nh5","sg:1aa5b03e956c4236bffee3e5d01f5153","Somerset Senior Living At Canyon Springs","","","Nursing Care Facilities (Skilled Nursing Facilities)","Nursing Care Facilities (Skilled Nursing Facilities)",623110,34.533658,-93.037518
"603","Grand Canyon National Park","National Park","Grand Canyon",30,"zzy-224@5yz-fth-vmk","sg:7fb825ccdd9a4fc29c09d7f0e578f5bd","","","Grand Canyon Elementary","","","Elementary and Secondary Schools","Elementary and Secondary Schools",611110,36.052743,-112.140136
"604","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-mx9-td9","sg:189566cb0bbe45ed91531f28614c72a4","","","Noah Burchfield Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.596371,-83.839103
"605","Arches National Park","National Park","Arches",29,"zzy-224@5qg-4zk-9vf","sg:e2d42f572cfe47bd86b5644d6f473fc6","","","Balanced Rock","","","Museums, Historical Sites, and Similar Institutions","Historical Sites",712120,38.616584,-109.61985
"606","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5yx-hkh-mhq","sg:44812ccf7a9048349b872d6d2d43beb1","","","Pothole Dome","","","Museums, Historical Sites, and Similar Institutions","Nature Parks and Other Similar Institutions",712190,37.879949,-119.393232
"607","Mammoth Cave National Park","National Park","Mammoth Cave",4,"zzy-222@5py-2qw-fj9","sg:7a44d3d61e8647d695b035d833fc6022","","","Wilkins Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,37.241333,-86.112516
"608","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g9-fb7-ks5","sg:cf1006b7a21a42fc8d4213295eb95e4a","","","Vance Newman Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.663446,-83.524069
"609","Great Smoky Mountains National Park","National Park","Great Smoky Mountains",40,"zzy-222@8g8-xwm-zs5","sg:6aaebbd150834e1ebd0c9556931b970a","","","Maynard Hughes Cemetery","","","Death Care Services","Cemeteries and Crematories",812220,35.511047,-83.968236
"610","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-r8g-r49","sg:e85c2b73deb94c0e8e34b515d7e4ae66","zzy-223@5z7-r8g-r49","sg:9f434310ed604895aa0280274788a86b","Amtrak","SG_BRAND_8600ba93ae70c64076266f8c3f3aec18","Amtrak","Rail Transportation","Line-Haul Railroads",482111,37.753159,-119.797078
"611","Crater Lake National Park","National Park","Crater Lake",23,"zzy-222@5v9-6df-h3q","sg:da1f6217f72c43f88b08ea63bd418d9b","","","Mazama Village Campground","","","RV (Recreational Vehicle) Parks and Recreational Camps","RV (Recreational Vehicle) Parks and Campgrounds",721211,42.884266,-122.099573
"612","Yosemite National Park","National Park","Yosemite",15,"zzy-222@5z7-rjj-w8v","sg:0ea10205af0f4668b09e8e7a89d12f52","","","Yosemite National Park Valley Elementary","","","Elementary and Secondary Schools","Elementary and Secondary Schools",611110,37.748835,-119.591025
